gene,day0_rep1,day0_rep2,day0_rep3,day1_rep1,day1_rep2,day1_rep3,day2_rep1,day2_rep2,day2_rep3,day4_rep1,day4_rep2,day4_rep3,day5_rep1,day5_rep2,day11_rep1,day11_rep2,day11_rep3,day18_rep1,day18_rep2,day18_rep3
NOS1,0,2,0,0,2,4,0,0,0,2,0,0,0,0,25,46,5,2,2,0
TCEB1P32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068799.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-227B21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSR2,9,8,10,228,235,218,12,14,12,48,64,51,150,84,898,1028,1055,49,26,25
AC079127.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
RP11-465L8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RFC5,1390,1805,2008,1814,1654,1624,900,933,940,2311,2247,1861,3190,1437,2062,1422,2258,2520,2259,2022
RP11-33N14.3,5,6,7,20,11,29,0,2,2,9,10,1,16,13,27,21,22,12,4,9
WSB2,4209,4831,5765,5986,5600,5367,3412,3108,3712,6198,6020,4786,10920,5590,10474,13869,12553,6689,6162,5869
RP11-33N14.5,10,15,12,25,9,7,6,6,9,13,11,12,28,10,12,9,22,16,9,10
VSIG10,751,957,1072,1593,1504,1433,900,910,937,2073,2193,1711,3629,1705,1584,880,1702,2387,2254,1970
RP11-136L23.2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0
PEBP1,10613,12326,13788,18850,18789,17969,7667,8312,8071,17918,17569,14481,31847,15270,23998,19054,27356,20979,19103,18182
TAOK3,596,829,746,2980,2621,2762,1055,1064,1018,2293,2253,1783,4312,1960,6411,7004,7163,2408,2124,2052
AC026366.1,1,0,0,2,1,2,1,0,0,2,1,0,1,0,3,4,3,0,0,1
RPS2P5,9782,10224,13132,18929,19349,17618,10738,11417,11881,24120,23271,17587,32166,17183,19463,21463,23550,25384,24412,22109
AC026367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-131L12.2,3,2,8,15,10,10,5,9,2,12,2,3,8,4,25,8,16,14,18,21
SUDS3,2173,2842,2973,4975,4360,4344,2569,2461,2418,5545,5582,4344,9465,4591,6792,7102,7699,6238,5732,5395
RP11-131L12.3,7,14,17,26,27,22,9,19,23,46,31,30,61,30,36,54,28,35,49,39
RP11-131L12.4,7,7,2,5,10,11,6,13,6,21,31,13,42,20,22,33,24,6,27,15
RP11-121J20.1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0
RPL17P37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-3L23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RP11-357K6.1,16,12,6,98,90,79,8,10,6,30,32,12,87,45,113,116,132,31,34,32
RP11-357K6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
RNA5SP374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-357K6.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRRM4,162,155,185,7444,6418,6306,341,348,323,1429,1192,983,3800,2461,12401,12888,14462,619,528,540
RN7SL508P,0,0,0,10,10,5,0,0,0,0,0,0,2,0,4,8,5,0,0,0
RP11-364C11.3,2,0,1,13,16,15,0,3,0,1,2,3,4,4,18,24,23,0,3,0
RP11-364C11.2,0,0,0,12,2,0,0,0,0,0,0,0,2,0,5,1,3,2,2,0
RP11-64B16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPB8,6,10,16,0,7,1,10,10,15,4,7,5,21,8,24,23,19,20,14,17
RP11-64B16.4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
RP11-64B16.2,18,15,13,15,7,12,11,8,8,13,17,18,33,7,7,18,22,17,28,28
RP11-64B16.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LINC00934,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0
CCDC60,0,0,0,0,2,2,0,0,2,0,2,0,2,2,2,5,2,0,2,0
RP11-768F21.1,0,2,2,0,0,0,0,0,0,0,2,1,0,4,0,3,2,0,0,1
AC002070.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM233,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,9,1,0,0,0
RN7SKP197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAB1,1695,2209,2373,3454,3455,3273,2146,2169,2212,4648,4484,3496,7768,3822,4188,5190,5013,4898,4522,4473
CIT,3713,4362,5246,5131,4516,4247,2350,2824,2493,4935,5226,3856,7441,3696,3598,1640,3955,6292,5605,5080
RP1-127H14.3,9,10,16,9,8,5,5,1,1,8,5,3,18,5,0,4,2,10,10,7
MIR1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004813.1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0
RPL35AP30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC64,52,65,72,626,657,599,208,192,210,546,438,368,1020,481,1968,2246,2073,379,424,293
RP1-267D11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RAB35,3299,3479,4594,3663,3713,3231,2338,2195,2513,4695,4544,3635,7496,3812,5344,6685,6213,5593,5285,4999
RP1-267D11.6,136,197,210,255,281,225,107,98,81,206,216,151,478,208,343,277,445,211,206,195
GCN1L1,9608,10088,13441,13766,12714,11809,7924,8129,8227,16623,15952,12480,26707,14296,15849,14426,18198,20627,18347,17312
MIR4498,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0
AC004812.1,1,0,0,9,0,3,0,0,0,1,4,1,0,1,1,4,0,0,7,0
RPLP0,44943,50341,59978,100320,101738,96892,57175,60461,61887,137857,131097,103274,192680,96213,104695,117247,123167,132722,121921,112922
PXN-AS1,141,146,156,272,219,196,96,82,86,240,247,217,413,200,305,248,328,238,203,220
PXN,5143,4489,6950,3319,3408,3002,2549,2412,2584,4361,4125,3243,6890,3600,4484,4913,5012,6115,5755,5145
RP1-278C19.8,6,8,13,18,11,22,18,17,12,22,31,31,27,12,25,20,25,37,21,14
RPS20P31,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,1,0,10,2
NME2P1,1,2,1,2,3,3,0,0,5,3,6,2,6,5,2,6,4,3,2,4
RNU4-2,5,0,0,17,8,4,4,0,2,22,5,28,18,12,55,32,0,9,2,2
RNU4-1,2,2,4,4,6,6,4,4,2,8,0,10,5,6,19,14,1,4,4,0
SIRT4,16,25,16,70,42,71,18,16,10,58,42,47,90,28,129,136,151,36,23,51
RNU6-1088P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G1B,0,0,3,8,4,8,4,0,1,2,2,2,5,0,8,19,8,2,0,3
MSI1,5984,5401,8310,15729,15111,13763,6474,7257,7118,16287,15126,11664,24669,13543,15362,13085,17887,17728,16245,14791
RPS27P25,18,17,26,179,174,153,42,49,55,132,149,140,237,83,123,74,145,135,80,108
RP1-166H1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,0,0
COX6A1,1744,2274,2244,3122,2960,3000,1410,1537,1573,3489,3620,2926,6736,3048,3529,3503,4292,3644,3680,3398
AL021546.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIAP1,1949,2530,2592,2489,2410,2326,1374,1460,1465,3170,3187,2693,6206,2897,2673,2390,2865,3908,3580,3352
GATC,1054,1373,1448,2300,2215,2132,1207,1207,1082,2534,2688,2088,4469,2049,2632,2567,2956,3142,2775,2580
RPL31P52,13,5,18,26,10,19,10,8,10,18,18,10,29,14,34,36,39,14,24,17
SRSF9,4519,4835,6031,5488,6107,5617,3064,3030,3336,6665,6662,5451,11092,5603,6380,5392,7136,7191,6640,6300
DYNLL1,7001,8320,9504,8615,8638,8432,6281,6609,6607,12028,11686,9404,21986,10351,10785,11874,12501,15272,13817,13161
NRAV,202,209,211,654,505,506,362,300,398,796,745,578,1383,596,871,876,1011,888,888,732
RP11-18C24.8,4,4,8,9,11,9,12,3,7,32,13,10,32,10,18,24,22,24,38,20
COQ5,1245,1504,1683,2460,2390,2389,1659,1608,1669,3486,3380,2608,5789,2695,3071,3014,3499,4131,3785,3495
RPL29P24,3,8,8,15,23,11,3,2,5,10,6,11,15,15,28,24,18,15,20,13
RNF10,5318,5985,6963,9938,9362,8737,5107,5053,5380,10583,10392,8097,18572,9011,14696,15234,17207,13291,11930,11099
POP5,698,800,946,1387,1181,1197,571,566,580,1455,1371,1184,2573,1245,1408,1021,1603,1697,1425,1319
RPL11P5,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
RP11-728G15.1,0,2,3,0,0,0,0,0,0,0,5,0,3,6,0,2,3,0,2,6
CABP1,52,31,83,12,26,9,15,20,19,22,17,13,81,33,34,41,29,81,52,55
MLEC,12064,14826,16619,13160,12974,11672,5887,6162,6092,14950,14513,11655,26780,12732,15058,12929,17101,18470,16092,14995
RP11-173P15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-173P15.9,14,21,26,20,16,21,14,10,3,31,16,13,42,24,37,32,22,20,17,21
RP11-173P15.10,5,7,8,13,8,17,1,4,0,12,4,13,20,7,15,35,14,10,6,4
UNC119B,4900,6176,6695,6280,6281,5742,4040,4037,4096,9023,8981,6952,13301,6268,7488,7410,8319,11429,10160,9292
RP11-173P15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADS,51,30,38,67,51,50,44,46,48,84,88,78,156,59,121,159,105,112,156,107
RP11-173P15.7,7,1,0,5,1,2,2,1,2,2,2,8,5,1,5,8,2,5,7,4
SPPL3,2270,2523,3013,5893,5810,5372,2490,2442,2579,6147,5873,4701,10086,5061,8572,9274,9767,5838,5340,5146
ARF1P2,0,0,0,18,0,2,0,0,3,0,2,0,4,0,3,3,1,0,2,0
CLIC1P1,16,5,10,0,3,11,6,3,13,7,6,4,24,6,3,2,8,10,13,7
RPL12P33,1,0,2,0,0,3,0,0,0,1,2,0,1,0,0,3,0,3,1,0
HNF1A-AS1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,17,3,2,4,0
HNF1A,0,0,4,4,4,8,0,0,2,4,3,2,2,5,8,28,10,4,2,0
C12orf43,1151,1226,1289,1310,1356,1417,772,745,728,1842,1870,1461,2805,1545,1931,1824,2222,1883,1780,1568
OASL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,2,0
RP11-216P16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-216P16.5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-216P16.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2RX7,2,0,0,14,0,1,2,3,2,4,2,4,3,4,17,24,19,2,2,6
Z98941.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-340F14.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P2RX4,105,132,192,341,290,295,235,217,209,334,431,346,721,344,355,330,402,381,411,337
CAMKK2,1598,1786,2223,3844,3693,3509,1474,1565,1479,3540,3316,2819,6219,3265,5236,4481,5894,4080,3490,3352
ANAPC5,4618,5660,6371,7795,7550,7701,3953,3883,3870,8692,8400,6764,14743,7382,8713,8088,9732,10320,9674,8760
RP11-711D18.2,1,0,1,0,0,0,0,0,0,0,1,1,4,0,1,2,3,1,4,3
RNF34,1575,1948,2137,2744,2656,2383,1217,1201,1283,2615,2717,2131,4776,2294,3206,2690,3784,3165,2740,2570
KDM2B,3458,3360,4754,6101,5801,5484,2530,2665,2738,5699,5554,4229,9328,5048,7407,7100,8924,6421,5981,5277
MIR7107,2,0,2,3,2,1,2,0,3,6,5,3,4,4,3,3,5,4,8,3
RP13-941N14.1,56,60,66,45,40,42,49,48,66,115,78,57,163,62,49,73,51,77,102,61
RNU6-1004P,4,0,3,3,1,0,2,4,2,1,2,2,4,0,2,4,2,2,4,6
ORAI1,621,589,919,267,321,252,356,381,436,679,626,481,1022,501,397,451,450,858,838,756
MORN3,40,32,57,147,107,104,46,40,50,56,70,58,119,85,136,104,165,86,115,95
TMEM120B,596,680,1004,1389,1289,1183,652,627,597,1365,1371,1104,2891,1477,1726,1560,1804,1521,1440,1269
RHOF,37,45,45,165,166,126,77,52,48,144,108,76,206,119,199,187,148,82,109,95
LINC01089,717,648,945,2009,2030,1874,686,868,779,1573,1671,1220,2694,1370,2623,2250,2781,1659,1508,1308
RP11-347I19.8,150,207,218,426,490,481,136,211,174,354,335,259,627,309,559,509,627,350,302,314
RP11-347I19.7,34,26,46,90,112,77,41,43,36,80,82,62,141,100,144,94,105,86,60,69
SETD1B,2765,2524,4026,6259,6314,5527,2115,2475,2465,4803,4647,3704,9787,5743,8372,6793,9641,5511,4686,4282
HPD,10,15,34,17,7,13,11,12,13,42,30,27,74,42,6,10,10,53,26,26
RP11-7M8.2,0,0,1,0,0,1,0,0,1,0,1,0,2,2,0,1,0,0,0,1
RP11-87C12.6,0,0,0,0,0,0,0,0,2,6,2,0,3,0,0,0,0,0,0,0
PSMD9,329,334,431,420,424,381,287,249,265,574,518,477,882,436,566,550,706,569,582,508
RP11-87C12.2,0,0,0,1,1,3,0,0,0,0,0,0,2,1,3,3,0,0,0,0
RNU7-170P,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0
WDR66,181,210,210,269,183,175,270,211,211,382,333,305,758,333,420,558,434,437,366,393
RP11-87C12.5,0,0,2,11,6,4,1,1,0,6,2,2,2,7,3,9,4,2,2,2
BCL7A,2675,2890,3734,5939,5869,5148,2233,2400,2369,5104,4922,3923,8352,4100,7787,6989,9253,5566,5200,4619
AC156455.1,33,46,61,61,31,47,33,30,46,72,62,69,178,79,50,31,57,147,138,83
MLXIP,3111,3219,4431,6879,6381,5971,2850,3174,3106,6681,6346,5068,10668,5964,10305,9997,11575,8084,7062,6467
LRRC43,18,2,8,22,29,34,30,19,39,36,40,27,57,26,46,81,54,45,58,33
IL31,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,5,0,0,2,0
B3GNT4,35,21,51,68,41,54,38,45,37,84,82,63,149,64,110,118,126,98,122,75
DIABLO,404,454,600,880,758,762,649,505,564,1437,1459,1169,2067,1012,954,1059,1055,1370,1263,1111
RP11-512M8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS33A,793,980,1090,1663,1480,1396,788,771,833,1844,1765,1388,3225,1618,1766,1492,2089,2052,2076,1952
RP11-512M8.11,0,0,2,10,6,3,0,5,0,3,2,4,15,3,8,13,3,2,6,8
CLIP1,5302,7150,7374,9286,8335,8259,7532,6944,7285,13182,12732,10311,21434,10164,12839,14951,14630,16955,14350,14066
CCDC150P1,198,403,462,394,353,389,364,406,390,633,652,430,507,288,461,301,495,789,678,601
RPL21P1,4,4,3,3,0,4,0,0,2,4,8,5,7,1,4,7,1,8,6,11
CLIP1-AS1,11,15,34,80,32,25,30,32,37,58,40,47,88,45,57,68,38,92,88,63
ZCCHC8,1836,2206,2489,3099,2874,2729,2805,2779,2838,5879,5540,4444,8488,4076,3866,4228,4435,6930,6091,5731
RP11-15J22.8,5,4,4,12,7,4,9,7,0,4,3,7,15,4,13,4,8,5,7,12
RSRC2,5406,7015,7368,8938,8179,8024,4117,4152,3921,9139,8817,7012,15369,7165,10505,12098,12048,9610,8562,8318
KNTC1,5258,7631,7638,5854,5303,5173,3212,3387,2943,7475,7773,6146,10873,4827,5200,2008,5670,10010,8630,7750
RP11-324E6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
RP11-324E6.10,22,38,20,70,58,33,21,11,12,41,48,45,73,37,47,21,37,28,28,28
RP11-324E6.6,0,1,3,8,3,4,6,2,2,3,4,4,8,1,2,0,10,5,8,5
HCAR2,3,3,9,8,10,12,7,17,18,26,18,18,28,7,24,8,18,43,26,42
HCAR3,1,2,4,4,2,1,0,5,1,15,6,11,5,4,6,8,4,11,6,7
HCAR1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,4,11,3,0,2,2
RP11-324E6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENR,4763,6139,6110,6142,5870,5705,4141,3932,3926,8345,8213,6524,13693,6620,7612,7453,8947,10947,9797,8991
CCDC62,47,39,69,119,113,98,83,57,58,160,213,136,224,89,216,517,253,257,198,159
HIP1R,1219,1042,1771,6828,6520,6208,1354,1404,1443,3544,3382,2511,6904,4159,12585,12814,14708,3361,2788,2586
VPS37B,2168,1926,3325,3034,3173,2815,1648,1661,1871,3746,3487,2701,5698,3182,4301,3599,5255,4841,4519,4073
RP11-463O12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-463O12.5,241,310,427,895,594,697,261,238,162,410,431,398,1073,558,1028,822,1040,450,442,381
ABCB9,446,356,593,869,784,724,304,284,291,755,796,606,1630,814,1187,1178,1457,866,760,614
OGFOD2,70,61,89,135,98,89,76,60,61,138,126,117,200,102,200,108,179,149,116,141
RP11-197N18.2,2,3,2,8,8,6,4,3,1,5,2,5,12,4,4,4,2,5,7,8
ARL6IP4,42,41,75,79,60,41,43,26,31,64,59,36,77,52,73,69,76,76,72,64
PITPNM2,1232,1237,1880,1073,942,932,1176,1139,1297,1858,1730,1423,3354,1774,1659,2179,2058,2866,2570,2461
MIR4304,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RP11-197N18.7,4,0,5,8,4,0,0,1,2,1,2,6,14,3,8,4,6,4,13,2
RP11-197N18.8,7,10,4,9,0,8,4,4,1,9,11,4,34,4,14,22,8,7,28,6
MPHOSPH9,2161,2902,2938,3856,3593,3590,1741,1772,1593,3671,3991,3175,6492,3120,4235,2767,4662,5071,4424,3943
RP11-546D6.3,193,212,272,378,330,307,124,145,101,378,301,323,565,292,406,317,408,383,269,352
C12orf65,862,1113,1137,1213,1129,1139,600,657,685,1623,1353,1199,2384,1203,1753,1369,1852,1909,1670,1520
RP11-282O18.3,124,187,155,184,127,120,49,66,40,149,91,66,157,91,153,117,156,151,164,125
CDK2AP1,5580,6309,7639,3752,4097,3503,2266,2424,2433,4692,4489,3523,7494,3827,4193,3177,4827,6467,5747,5617
RP11-282O18.7,5,11,11,9,5,11,3,2,2,10,4,4,11,0,15,8,9,2,9,4
RNA5SP375,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SBNO1,3613,4582,4968,7770,7040,6838,3874,3666,3786,8400,8070,6399,13913,6877,10878,14397,12555,8703,7714,7481
RP13-942N8.1,76,75,85,239,249,237,84,90,104,216,186,147,322,168,252,204,295,257,228,211
MIR8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETD8,3188,3689,4360,2910,3049,2874,3251,3246,3112,5604,5352,4410,8320,3994,4041,4268,4556,8015,6815,6607
RILPL2,246,294,419,313,329,347,318,379,377,641,671,537,964,535,420,355,447,993,832,760
RP11-972P1.8,0,0,0,0,2,2,5,0,0,0,2,0,0,0,0,0,1,0,0,2
SNRNP35,413,468,616,830,845,773,367,390,423,829,719,604,1317,638,1156,1030,1430,936,787,657
RILPL1,563,491,751,781,638,652,744,704,942,1457,1392,1038,1946,1016,967,1727,1294,1737,1712,1349
RP11-972P1.7,48,68,76,80,50,58,33,39,56,56,98,36,192,103,114,133,105,79,96,83
RP11-972P1.10,7,8,9,8,10,7,11,0,5,5,14,8,16,13,9,9,19,16,17,8
RP11-972P1.11,27,33,28,21,21,26,19,13,18,32,35,22,48,20,16,16,21,44,27,23
MIR3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-486O12.2,101,117,122,249,204,167,87,92,90,182,147,146,311,141,279,280,335,235,222,202
TMED2,7018,9059,9477,8560,7936,7588,5602,5692,5810,12995,12892,10046,20828,9856,11257,12578,13008,14858,13192,12883
DDX55,1701,2061,2289,2336,2207,2267,1342,1358,1364,3003,2918,2293,4891,2249,2948,2378,3225,3617,3025,2841
EIF2B1,2792,3583,3622,4119,3958,3987,2111,2047,2093,4540,4681,3683,8476,4143,4821,4517,5668,5493,4669,4661
GTF2H3,1898,2458,2624,2933,2742,2661,1620,1651,1586,3802,3840,3016,7010,3088,3417,2461,3932,4529,4057,3895
RP11-338K17.5,1,15,5,25,20,11,3,14,10,21,10,8,26,7,14,9,22,11,12,10
RP11-338K17.6,31,47,56,64,56,66,56,33,44,73,69,76,151,82,93,55,85,87,83,107
TCTN2,707,842,938,1527,1472,1401,775,696,726,1575,1529,1177,2557,1233,2017,2037,2324,1550,1430,1408
RP11-338K17.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ATP6V0A2,2439,3328,3680,3494,3231,3082,1808,1850,1724,4227,3831,3347,6814,3458,4112,3841,4459,4665,4185,3774
RPL27P12,0,0,1,5,2,0,1,0,0,2,2,2,6,0,2,0,5,0,0,2
RP11-338K17.10,25,37,55,52,53,40,27,26,14,52,48,28,99,49,59,34,73,31,36,46
DNAH10,145,196,234,682,573,600,320,325,297,527,514,376,975,487,1179,1325,1419,515,561,573
CCDC92,1566,1499,2132,3759,3584,3321,1772,1747,1839,3503,3387,2517,5250,3126,5623,7274,6379,4096,3827,3378
RP11-380L11.4,78,50,70,210,199,207,113,95,112,162,151,146,278,151,379,354,415,172,175,158
DNAH10OS,282,314,418,1101,1023,954,513,512,468,740,846,624,1636,825,2040,2090,2260,883,886,773
RP11-214K3.23,36,35,42,113,79,80,39,16,27,53,49,40,133,53,119,107,147,59,58,53
RP11-214K3.22,23,23,21,62,42,53,21,9,21,31,30,25,68,17,73,78,78,35,42,41
RP11-214K3.21,19,39,46,174,93,97,43,43,30,88,44,53,120,63,133,143,167,95,68,64
RP11-214K3.20,18,29,41,94,74,94,43,34,22,70,60,56,126,48,190,126,112,64,78,63
RP11-214K3.19,12,17,21,85,57,39,24,55,33,46,28,22,84,50,93,88,90,52,43,41
RP11-214K3.18,10,13,20,33,15,34,12,10,6,36,21,12,31,16,34,24,38,23,9,13
ZNF664,9625,12963,13467,25049,23500,22495,11571,11016,11022,24651,24245,19171,41241,19656,30631,28820,34588,28827,25490,24382
FAM101A,104,94,155,105,94,82,43,52,55,86,92,71,136,89,171,261,150,137,118,101
RP11-214K3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-214K3.5,1,3,2,29,2,13,0,3,6,1,2,4,11,3,20,5,21,6,3,6
RP11-214K3.24,2,7,12,92,43,47,16,22,10,30,23,16,56,33,84,77,91,21,24,17
RP11-522N14.2,0,0,4,21,19,25,0,12,5,9,13,7,32,8,20,25,27,13,7,6
NCOR2,10049,7794,14329,9822,9323,8277,7161,7671,7730,15072,13865,10879,21015,12026,12136,16392,14094,18037,16420,14366
MIR6880,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-408I18.9,0,2,0,2,0,0,2,2,0,2,0,0,4,0,0,0,2,0,2,0
RP11-83B20.1,3,7,23,17,12,14,3,0,2,12,17,4,29,10,14,25,9,16,24,12
RP11-83B20.2,1,0,2,5,2,2,0,2,0,0,2,0,0,0,3,0,0,2,0,0
RP11-83B20.3,4,6,2,9,11,5,0,2,1,0,8,5,8,10,6,9,4,7,4,2
RP11-83B20.4,2,0,4,6,0,4,1,0,0,0,1,0,2,0,3,0,0,1,2,0
RP11-83B20.5,3,2,2,2,0,6,0,0,0,0,2,5,2,4,2,4,2,6,4,3
RP11-83B20.6,0,1,1,5,0,0,0,0,2,2,0,0,0,6,4,0,4,0,2,2
RP11-83B20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-83B20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-83B20.8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-83B20.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-13J12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARB1,1970,1987,2747,780,882,766,770,830,910,1565,1561,1257,2606,1284,1177,1416,1437,2675,2234,1985
RNU6-927P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBC,24108,29443,31544,45964,43798,42612,23577,23141,24733,44543,41860,34948,78808,39170,58367,61577,65814,51061,45297,43263
MIR5188,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RPL22P19,2,0,2,5,2,5,4,0,6,1,6,2,6,10,10,17,5,2,7,2
DHX37,1819,1594,2593,1771,1798,1568,1170,1048,1177,2643,2600,1870,3914,2214,2051,2463,2339,2783,2559,2258
BRI3BP,1398,1612,1994,1130,1090,1053,769,878,798,2340,2252,1820,2884,1342,1405,915,1588,2221,2072,1857
THRIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-158L12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
AACS,1140,1234,1669,2177,2037,1933,969,1081,1006,2114,2073,1592,3219,1634,2839,2907,3164,2778,2361,2247
RP11-158L12.4,80,79,116,199,119,124,57,50,66,124,112,90,219,129,195,229,206,173,124,122
RP11-158L12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-158L12.6,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,9,5,0,0,0
TMEM132B,5892,7633,8392,7639,6801,6509,6293,6051,5652,16309,16223,13272,32814,15638,6794,6695,7747,19705,16751,16449
RP11-604N13.1,0,0,0,1,2,4,0,0,0,0,0,0,2,3,3,0,4,1,0,0
RP4-800O15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP4-800O15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP4-800O15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00939,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
RP5-916L7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP3-446N13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP3-446N13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP3-446N13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
RP3-446N13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
RP3-446N13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-116K23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0
RP4-765H13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
